username,text,likes,pred_label,prob_confuso,prob_não,prob_sim
ajudeoevandro,💔😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ajudeoevandro,Dói a alma ver esse vídeo 😢,,não,0.015498576685786247,0.9626690745353699,0.021832387894392014
eugabrielaamorim26,Amor q nunca vai acabar 🥺❤️,,não,0.023495402187108994,0.9469521641731262,0.029552405700087547
eugabrielaamorim26,Pra sempre no meu coração você nunca vai deixar de existir ⭐️⭐️⭐️,,não,0.019947122782468796,0.9568795561790466,0.023173324763774872
_elypereiras,🥺💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
renataoliveiradefarias,😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
carolinaaugustadematos,"Nossa ainda dói 😢 só em pensar no que ela passou 😭
No que você e sua família sentiu, e tão terrível que me sinto mau só em pensar.😢
Tadinha tão linda, tão inocente😢
Que Deus abençoe você e sua família 🙏🏾💙💖💙💖",,não,0.019248778000473976,0.9593055248260498,0.02144572138786316
elianedemorais45,😭😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
almirqueiroz,"Quase n consigo assistir esse pequeno vídeo. Sou pai de uma princesa tb, e eu n consigo imaginar a dor q dá em perder alguém a quem tanto amamos.....🥺",,não,0.023542899638414383,0.9492459297180176,0.027211055159568787
suzane.duarte2712,"Eu chego choro 😭 amo tanto meus filhos, é um amor que dói, não sei porque mas dói o coração, queria ser uma mãe menos preocupada, sinto que protejo demais e tenho medo de estragar eles com meu excesso de proteção mas é que eu amo demais sem limites 🥺🥺🥺❤️❤️",,não,0.021741751581430435,0.9488826990127563,0.029375579208135605
jessycasilvai,🥺❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
gerlandiarapouso_camuflagem,😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
zeinelima1,É verdade a saudade é muito grande e inesquecível mais o nosso Deus te confortarar,,não,0.025006601586937904,0.9514473676681519,0.0235460102558136
taniamaria9238,❤️❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
sarah_salomao_,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
pattysouzaa2,Meu Deus@ Nem consigo imaginar a sua dor💔,,não,0.02006513811647892,0.9529845118522644,0.02695026807487011
pattysouzaa2,Olhando esse abraço dá até um nó na garganta Meu Deus q dor,,não,0.020840289071202278,0.9570793509483337,0.022080356255173683
alle_cabrall,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
adv.robertadanielecabral,"No fundo todas nós somos mães da Isabela , pq entendemos da sua dor 😭",,não,0.025045575574040413,0.9456346035003662,0.02931986190378666
auzenir.freire,😢💔❤️❤️❤️🙌,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
thaizpamorim,"Olho essa imagem e morro de medo, vivo há 8 anos lutando pela guarda total da minha filha. Meu ex marido me persegue, me ameça e usa ela pra me ferir. A justiça precisa ser mais rápida, não quero ser mais uma com um vídeo de saudade, o ser a saudade dela. 🥺🥺🥺",,não,0.021603168919682503,0.9346985220909119,0.04369832202792168
emillygatinha16,Era pra quele xerolaine m0rre3,,confuso,0.4656270146369934,0.1359470784664154,0.3984259068965912
juliana_caravello,"Dói até hoje ,só de lembrar 💔",,não,0.018312718719244003,0.9607462286949158,0.02094101533293724
juliana_caravello,Da vontade de chorar 🥺🥺,,não,0.01746804267168045,0.9603284001350403,0.022203482687473297
tairines.almeida,Aii 😢😢😢,,não,0.03536947816610336,0.9170018434524536,0.04762871935963631
solangegoncalves.costa,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
julia.vlourenco,😢😢😢😢😢😢😢😢😢😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ercilia.nunesdias,😢Sem palavras 😢😢,,não,0.02705075405538082,0.9312939643859863,0.04165523499250412
mariza.souza53,"Eu sinto saudade desse anjo sem ao menos ter conhecido,ainda é doloroso lembrar de tudo que aconteceu com ela💔",,não,0.017542211338877678,0.9614438414573669,0.021013956516981125
leiteluci,"É um sentimento de dor, pq tbm sou mãe e hoje tenho um filho de 6 anos, e não consigo imaginar a minha vida sem ele.",,não,0.019568951800465584,0.9569534659385681,0.023477692157030106
rute.duarte.526,Muito triste!!! vocês duas tão lindas juntas 😭😭😭😭😭,,não,0.021504798904061317,0.9596011638641357,0.018893981352448463
aniger_catarina,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
relbert_chagas,😭😭😭😭💔💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ne_franca,E saber q aqueles li xos estão de ferias 45 dias no luxo!! Eu sinto no joooo real disso,,não,0.023164736106991768,0.9390692710876465,0.0377659946680069
roseane_wl,😭😭😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
edelciocesar_,Isabela É Filha Do Brasil Filha de Todos Nós que Somos Pais e Temos Sentimentos Deus Abençoe @anacarolinaoliveira_oficial Que Deus Continue Te Abençoando Imensamente 🙌🙌🙌🙌🙌🙌,,não,0.024824779480695724,0.9370887875556946,0.038086384534835815
sabrina_catarina_teodora,💔💔💔😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
izabellimadasilva37,❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
cleusabragade,Nunca esqueci esse crime 😢,,não,0.024523034691810608,0.9473982453346252,0.02807869389653206
elizabethdelmadossantos,🥺🥺🥺🥺🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lindalvavitoria._,😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
cleciamedeiross,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
bellasunhas_robertapassagem,"Meu Deus, dói demais ver um vídeo como esse, meu Deus, só em pensar que belinha poderia estar entre nós, com sua família, com sua mãezinha, só Deus mesmo, que nossa Senhor Jesus Cristo, continue te concedendo forças para vc continuar ajudando muitas mães e país que passam por essa situação também 💔😢",,não,0.021501097828149796,0.9526373147964478,0.025861479341983795
venegasmarcia88,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
alinesantana39791,😭 Deus continue dando forças 🙌,,não,0.050618041306734085,0.9086482524871826,0.0407336950302124
lucileia_dossantos01,😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
limamaria365,Era toa linda 💔😭,,não,0.015901505947113037,0.9601571559906006,0.02394125796854496
elanusasilva,❤️❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
niraolivei,Que Deus te der forças pra caminhar ❤️,,não,0.04178914800286293,0.912684977054596,0.045525792986154556
camila_borgonovi,Quando ouço o nome de Isabela logo me lembro dela 💔💔💔,,não,0.019979748874902725,0.9448150992393494,0.03520508483052254
claudia_anceles_oficial,❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
banhoetosavipdog,Meu Deus imensurável sua dor! 😭,,não,0.0217661801725626,0.9552368521690369,0.022997062653303146
marli7274,😭😭😭😭💔 sem palavras,,não,0.017516661435365677,0.942375123500824,0.0401080921292305
raqueldasilva_barreto,A dor da mae nunca acabar deus controle coracao da mae continuar sempre lembrando da sua libda filha izabella vivera para sempre em nosso coracao.mais deus vai dar forca para voce carol..,,não,0.021765604615211487,0.9508493542671204,0.027385013177990913
jessyca.karoline,Não consigo imaginar tamanha dor 💔🥺,,não,0.021210625767707825,0.9481927156448364,0.030596716329455376
sicabral,"Vê a imagem de Isabela dói demais, como o pai e capaz com madrasta fazerem isso com esse anjo. Eles tem que pagar para o resto da vida",,não,0.020686792209744453,0.9005207419395447,0.07879248261451721
dejesuscristiane257,💔😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
donacakes01,💔Ela vive em todos nós 🤗,,não,0.02628803439438343,0.9050998091697693,0.06861217319965363
vanialacerda2004,O Brasil chorou seu luto 😭💔,,não,0.023690251633524895,0.9430582523345947,0.033251479268074036
_mariadellourdes,💔❤️😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
estergomes.gomes,"Tão lindas, ah q saudades vc sente desse abraço 😢",,não,0.019663963466882706,0.9613617658615112,0.018974319100379944
maria_l582,A mãe é você mas a dor também é nossa 💔meu coração sangra de ver esta sena😭😢💔,,não,0.015251344069838524,0.9581360816955566,0.02661246620118618
biah_star24,💔Me foi só de ver😭💔🙌,,não,0.020917559042572975,0.9339752793312073,0.04510714113712311
mariinhaalvim,Quando eu vejo a foto dela dói a minha alma 😢,,não,0.015479104593396187,0.9623907804489136,0.022130126133561134
helenareis94,Meu De não tenho palavras 😭💔,,não,0.025688761845231056,0.9457359910011292,0.028575371950864792
josehenrique.belgo,AS MAES SAO ETERNAS .HEY AMIGA. SAUDADES DA AURORA DA VIDA ..,,não,0.033096618950366974,0.9048904776573181,0.06201288849115372
flaviojuniorbiersack,😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
luciene.barbosa29,❤️😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
coutinhosoniamariarodrigues,E quem matou..........,,não,0.04451269656419754,0.8958793878555298,0.05960790067911148
ritamagalhaesl,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
gracinhafranca03,Eu nunca esqueci parece que foi hoje,,não,0.019792810082435608,0.9516243934631348,0.02858280949294567
gracinhafranca03,Aquele mostro e aquela mostra têm que morfa,,não,0.04898550733923912,0.7838795185089111,0.16713500022888184
gracinhafranca03,Na cadeia,,não,0.26007208228111267,0.5308201909065247,0.2091076821088791
fernada_cavalheiro,😭😭😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lucia.combatente2016,Oh que Jesus conforte seu ❤️,,não,0.03071168065071106,0.9176760315895081,0.051612287759780884
lucia.combatente2016,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lucianaizelli,😭😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
wandapmellogmail.com2,Lindas😍😍,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
caupda,😭 Dói em todos nós! 🙏🏻,,não,0.01771358773112297,0.9506499171257019,0.031636469066143036
natali_martins.9,😢😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
fabialbuquerque2,💔😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
_negraees,Quando vejo foto ou vídeo da Isabela me da uma tristeza era pra tá uma moça linda imagino a falta q faz pra mãe a saudade deve sentir 😢❤️🙌,,não,0.018586115911602974,0.9601045250892639,0.021309398114681244
lilianazanini,Me dá vontade de chorar,,não,0.016792086884379387,0.9609377384185791,0.022270141169428825
m.atilde_m,❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
denise.escobar.7106,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
carla_ferreiragodoy,"Deus sempre contigo , dando paz ao seu coração e calma pra sua alma ❤️",,não,0.031833771616220474,0.9424043893814087,0.02576189860701561
ellenaraujo7826,😭🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ellenaraujo7826,💔😢🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
laladapper,Corta na alma😭🥺,,não,0.18402738869190216,0.588613748550415,0.2273588478565216
mariasilvanadomingos,Carol que Deus continue te ilumine com muita sabedoria e saúde ❤️,,não,0.05262940749526024,0.90411376953125,0.04325677454471588
cristiane.amancio12,😭😭😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
sandrapreisg,💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariaeurivan,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
soniatagliani,"Foi trágico , cruel",,não,0.018012629821896553,0.9366471171379089,0.045340247452259064
mmariaaparecidaaa,😭💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
solangemspazos,💔💔💔💔💔💔😭😭😭😭😭💔💔💔💔💔💔💔💔💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
marcianvll,😢🙌,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
gonzagapriscylla,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
analice._azevedo,🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariadilmacerqueira,Deus te dê sabedoria pra vencer,,não,0.0467475987970829,0.8840381503105164,0.06921423226594925
henrichsaleteh,"Nossaaaa eu sinto uma dor tão grande vendo esses vídeos ,parece um pedacinho da gente essa isabela, imagina a dor dessa mãe 💔",,não,0.021460408344864845,0.9545148015022278,0.024024710059165955
celiazirpoli,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
alinearura,💔😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
dorinhagouvea,"Sentir aqui a riqueza desse abraço , q vídeo lindo , cheio d amor ternura , acolhimento , esperança , ,um sentimento eterno chamado amor , luz , e é isso q a Isabela Nardoni é luz , não só na vida d quem a conheceu como na nossa tbm 🙏🙏🙏❤️❤️❤️❤️❤️❤️",,não,0.01498686894774437,0.9614078998565674,0.023605231195688248
crechetiakaty,Isabela sempre lembrada💔,,não,0.030301954597234726,0.9301846623420715,0.03951333090662956
adirgomes.silva,Sinta agora um anjo te abraçando minha querida 😭♥️🌟,,não,0.01787440851330757,0.9594531059265137,0.022672437131404877
henrizinx7.krl,😭😭😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
erinaldo7400,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mirvaniafrodrigues,"😭😭😭😭😭😭dói muito saber que esse anjinho já n está aqui, 💔💔",,não,0.03632819280028343,0.9321074485778809,0.031564317643642426
celiarguerreiro,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
schillingdossantos,😭💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
valeriaalvesmartin,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ivonesiqueira1010,Esse abraço nuca vai sim acabou e um abraço pra o resto da vida,,não,0.025837548077106476,0.9481412768363953,0.02602113038301468
sheila_c___,"Me dói até hoje ,e imagina vc sendo Mãe😢😢💔",,não,0.01850571483373642,0.9548714756965637,0.026622846722602844
vivitomassi,Penso que a dor maior do mundo. Eterno,,não,0.01920112781226635,0.9473565220832825,0.033442411571741104
thabatapolyana_,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ivonechies,Ela está sempre te protegendo ❤️❤️❤️❤️❤️❤️❤️,,não,0.026826901361346245,0.9370047450065613,0.03616831451654434
andreabarros572,🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
botelhomarilia,😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
cintiamaria8575,Dói muito só de ver esse rostinho lindo 😢😭,,não,0.018267154693603516,0.9620236754417419,0.019709128886461258
markelanesousadelmondes,😭😭😭💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
anderson.vieira.543,Como doi amamos vc,,não,0.0182352177798748,0.9599081873893738,0.02185656689107418
menezessantos0,Tão linda o céu tá em festa Jesus quanta saudade e dor no ❤️ dessa mãe misericórdia,,não,0.02293524704873562,0.9521728157997131,0.02489195205271244
afernandacandidop,É de cortar o coração 🥺,,não,0.015616309829056263,0.9632897973060608,0.021093880757689476
helena.943674,😢😭💔 muito saudade 😞😞😞,,não,0.021601343527436256,0.9588437080383301,0.019554978236556053
marlucia.silvas,❤️❤️❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
luceliaalvim,😭❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
elo.silveiras,😢😢😢😢❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
josefa.olivalmeida,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
prizucco,🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
joicielle_bonfim,"Como que alguém pode ser tão covarde com uma criança,quem era pra defender foi tão cruel 😞",,não,0.026537306606769562,0.9332935810089111,0.04016908258199692
morangvan,Não lembrei,,não,0.2068728804588318,0.7136522531509399,0.07947494834661484
vilma_liliane,😍😍😍🥺😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
thiellygaia,Não consigo ver nada da Isabella sem meu peito apertar e as lágrimas caírem 😢,,não,0.016376135870814323,0.9562177658081055,0.02740609273314476
iara.sa23,Linda esse anjinho,,não,0.025542913004755974,0.9490251541137695,0.02543185092508793
iara.sa23,Pai vc vai pagar nos inferno o que vc fez.,,não,0.02846609614789486,0.9225942492485046,0.04893955588340759
iara.sa23,Vc dai ter a lei do Retorno,,não,0.3221994936466217,0.3541589081287384,0.3236416280269623
cida123615,PRA VC QUE ESTÁ LENDO ESTA MENSAGEM 💓 DEUS TE AMA MUITO 💓 E JAMAIS DESISTIRÁ DE VC 💓 NA SUA PALAVRA DIZ NO LIVRO DE JOÃO CAPÍTULO 3 E VERSÍCULO 16 QUE DEUS AMOU O MUNDO DE TAL MANEIRA QUE DEU SEU ÚNICO FILHO JESUS PARA TODO AQUELE QUE NELE CRER NÃO PEREÇA MAIS TENHA A VIDA ETERNA 💓,,não,0.033693667501211166,0.9078491926193237,0.05845717713236809
s.priscilaribeiro,😭😭😭😭😭💔💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
s.priscilaribeiro,💔💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
cris.jmarques,😪💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
katia.regina.35977897,🥺🥺💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lopes.suzane7739,Que tristeza 😭💔,,não,0.023620745167136192,0.9524105191230774,0.0239687729626894
silenesbezerra,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
jhoowheey,"' eu choro tanto com você, se fechar os olhos lembro da época certinho 😭",,não,0.014299257658421993,0.9599669575691223,0.025733796879649162
daymemorias,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariaedileuza7554,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
katia.roque.7796,💔🥺 que lindas sdd Isabela,,não,0.03294949233531952,0.939432680606842,0.027617715299129486
jmelaine55,Meu Deus pq eu achei esse perfil 💔😭😭 dói muito ver isso,,não,0.03037860430777073,0.9396836161613464,0.02993771992623806
studiorayanneareb,🥺🥺🥺,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
beatriz_franques,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mikaelly_teixeira_de_lima,💔😭😢😢🥺💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
andressamaia344,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
thacastro24,Tenho a minha Isa c a mesma idade q ela teria hj me dói tanto ver essa mãe sofrer 😢,,não,0.018448662012815475,0.9569110870361328,0.024640245363116264
talwanywendy,Devia existir leis mais rígidas a cerca da guarda compartilhada em crianças menores de 10 anos ! Ninguém vai amar mais nosso filhos que nós mães! É difícil entregar os filhos em mãos desconhecidas💔😢,,não,0.0601537860929966,0.8548614978790283,0.08498471230268478
thaysa.n.aquino,😢😢😢😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
distribuidorapescados,Dói tanto ver foto delas junto😢🥺 agente que é mãe não consegue mensura essa dor,,não,0.02436462789773941,0.9388912320137024,0.036744214594364166
lausianeramires_,Aqueles dois monstros era para apodrecer na cadeia,,não,0.037960752844810486,0.783085286617279,0.17895391583442688
rizelia_,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
claudiarobertapsi,😢💔❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
santosmgraca40,O DEUS 😢😢😢,,não,0.04583514481782913,0.8926146626472473,0.06155015528202057
erikacgoma,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
dra.vanessacosta,Essa é uma dor imensurável. Só Deus tem o poder de confortar.,,não,0.024389149621129036,0.9451439380645752,0.0304669588804245
ana_oliveirapsi87,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
nunalins,😭💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
giannateotoniogoncalves,@profa_telma_maria,,não,0.16114437580108643,0.6727749705314636,0.16608060896396637
mariaemiliakretzer,😂,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mauroclaudio98,Ela mora agora com nosso Senhor,,não,0.03542685881257057,0.8840774893760681,0.08049570769071579
jardelia_sousa24,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
eliane_13costa,Ela era muito bela mesmo 😍💔,,não,0.018800988793373108,0.9560075998306274,0.025191348046064377
web.dark83,Como pode um pai matar sua filha,,não,0.20026914775371552,0.6352899074554443,0.16444088518619537
sih1996almeida,Eu queria 1 gotinha da força que tem essa mãe! 😭,,não,0.02819671668112278,0.9468682408332825,0.024935010820627213
vidrinhosdamarly,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
solangecardosolemos_,Muito triste que aconteceu izabele,,não,0.017734356224536896,0.9559690356254578,0.02629658207297325
carlasilvazevola,💔😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
carol_lima_2709,😢 dói só de ver essa cena Jesus !!🙌,,não,0.01947539672255516,0.9463228583335876,0.03420177474617958
alineteixeira513,"Não tem como não chorar quando lembro de tudo,um nó na garganta e quando vejo o rostinho tão lindo 💔",,não,0.018092665821313858,0.962329089641571,0.01957818865776062
dorislopespim,😭💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
aurinha4,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
nanatavares1970,Eita 😢,,não,0.060246165841817856,0.8874737620353699,0.05228001996874809
cassianeolive_ira25,Essa imagem doeu como se ela fosse minha 😢,,não,0.018852202221751213,0.951012909412384,0.030134910717606544
deborasouza3123,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
_cris.santoss,🥹🥹,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
alinemeccab,"Sem palavras, esse abraço! 🥺",,não,0.023312347009778023,0.9555487036705017,0.021138975396752357
fabianeportela6,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
keniafonseca39,Chorei😢 Eu nunca vou esquecer dessa tragédia!,,não,0.01701284945011139,0.9548829793930054,0.02810421958565712
ik.japanonline,Que dor 💔😢,,não,0.020104939118027687,0.9547027945518494,0.02519231103360653
_saionaraferreira,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
doniazevedoamorim,Tão linda ela porq ele feis isso com ela o próprio pai ainda não entendo oq levou ela fazer isso com a filha 😢,,não,0.034426718950271606,0.9216688871383667,0.04390446096658707
ingritylimaofc,😢😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
renizematos,"Eu chorando as 8h40 da manhã, quando aconteceu eu tinha 10 anos, e acompanhava com meus pais o jornal, na época eu chorei junto ainda criança, e hoje sou mãe e continuo chorando, é uma ferida que nunca irá cicatrizar em todos nós",,não,0.017460448667407036,0.9507588148117065,0.031780652701854706
luhribeiro8428,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
l_o_pontes,"Tantas crianças que perderam suas vidas ,justo ao lado de pessoas que eram pra garantir sua segurança!!! Oque alivia é saber que existe vida eterna ao lado de Deus e um dia avera um abraço tão apertado e não terá mais separação!!! 🙌",,não,0.021624065935611725,0.95209139585495,0.026284504681825638
anec85019,😭,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
eu_frannsoares,Essa dor não e só sua se dói em mim tenho a certeza que muitas pessoas também 🌟 eterna isa,,não,0.017259035259485245,0.9621806144714355,0.020560378208756447
111_aninha,Doi💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
joelsapaz,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
jaclulusol,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
zineidesouza24,Tão linda . Anjo lindo,,não,0.020714515820145607,0.9561297297477722,0.023155711591243744
medeboracarvalho,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
janetemarques167,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
higorayalla,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
camposannaclaradaconceicao,😢😢😢😢😢💔💔💔💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariaclaudia6998,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariaclaudia6998,💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mariaclaudia6998,😍😍😍,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
katiana.moreira.3,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
annaferrodrigues,"N consigo nem imagimar essa saudade, essa dor.",,não,0.03669928014278412,0.9301478266716003,0.03315287083387375
damares_dede3k,😢😢sdes eterna Isabela,,não,0.022007115185260773,0.9443750977516174,0.03361774981021881
creuselimariaa,"Nunca vou esquecer dela, me marcou muito.😢",,não,0.01705196499824524,0.9617675542831421,0.021180544048547745
maria.clemencia.520125,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
douradocarina,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
rosianesousaasoares,😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
dreia_lc,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
daniele.acf,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
rei_ferreira82,Isabella sempre será lembrada por nós 😢😢😢😢😢,,não,0.02596249058842659,0.9431424736976624,0.030894970521330833
antoniavaldeneideferreira,É um amor perfeito.,,não,0.01926277205348015,0.9533695578575134,0.02736777812242508
thainayaragabriely,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
vanessa_santoh,Oq aconteceu com ela😢😢,,confuso,0.4743898808956146,0.3643440008163452,0.16126605868339539
patatabr,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
karlaalmeida892,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
naymalanne,"😭😭eu não tenho estrutura pra ver esse tipo de cena,meu coração fica completamente partido💔",,não,0.03530497848987579,0.9193190336227417,0.04537595808506012
rosangela_nascimento_,😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ala_meliss,😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
bellzinhaa_2,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
estelamaziaadv,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
s.i.n.a.r.aw,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
clamamulher,😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
anaclaudia.oliveirak,😢💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
dilma_mineira,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
sz_viviane,😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lorrainnemoraes,💔💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
miaumiau_caralh0,😢😢😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
mayarabeatrizpcxg,💔,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
elianefreitas1344,😢😢😢,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
roselesalzano,😍😍😍,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ohakelly,A Isabella era tão linda 😍😍😍😍,,não,0.021517930552363396,0.954315721988678,0.024166353046894073
maariachado,😢😢😢❤️,,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
